Day,Date,City,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
163,2010-06-19,Skikda,6.9,15.2,1.8,,,WNW,35.0,WNW,NW,17.0,20.0,95.0,66.0,1019.4,1019.6,8.0,,10.3,14.4,Yes,No
164,2010-06-20,Constantine,3.6,13.1,0.0,,,NW,39.0,,SSW,0.0,2.0,98.0,86.0,1027.2,1026.7,8.0,8.0,7.7,12.7,No,No
165,2010-06-21,Sidi Bel Abbes,5.0,12.5,0.4,,,W,17.0,S,W,9.0,9.0,99.0,83.0,1034.5,1033.8,8.0,,7.4,11.8,No,No
166,2010-06-22,Setif,3.0,14.8,0.0,,,SE,15.0,,SE,0.0,7.0,94.0,61.0,1037.3,1035.2,,,6.1,14.7,No,No
167,2010-06-23,Setif,3.5,16.5,0.0,,,E,20.0,,E,0.0,7.0,89.0,52.0,1036.9,1032.9,,8.0,7.2,15.5,No,No
168,2010-06-24,Skikda,3.4,17.0,0.0,,,ENE,24.0,E,E,4.0,17.0,85.0,56.0,1030.1,1024.7,3.0,1.0,8.3,16.9,No,No
169,2010-06-25,Constantine,7.0,16.1,0.0,,,NNE,31.0,E,SE,9.0,2.0,83.0,95.0,1021.9,1018.6,8.0,8.0,12.1,13.2,No,Yes
170,2010-06-26,Setif,6.2,12.1,10.2,,,WNW,35.0,WNW,N,4.0,4.0,86.0,71.0,1020.5,1020.5,7.0,8.0,7.6,11.1,Yes,No
171,2010-06-27,Oran,0.6,11.9,0.2,,,W,22.0,SW,NW,2.0,11.0,99.0,54.0,1024.3,1021.8,1.0,2.0,2.8,11.5,No,No
172,2010-06-28,Batna,-0.6,8.3,0.0,,,NNW,52.0,SE,WSW,7.0,9.0,99.0,70.0,1022.7,1020.3,8.0,7.0,2.3,8.2,No,No
173,2010-06-29,Skikda,2.3,9.4,0.0,,,N,20.0,ENE,N,9.0,13.0,71.0,57.0,1021.2,1019.4,8.0,8.0,6.5,9.1,No,No
174,2010-06-30,Bejaia,5.1,9.8,0.2,,,N,24.0,SSE,NNW,6.0,9.0,81.0,78.0,1020.7,1019.6,8.0,8.0,6.3,8.8,No,Yes
175,2010-07-01,Oran,3.2,11.9,1.2,,,NNE,13.0,,SW,0.0,6.0,99.0,67.0,1025.2,1024.3,7.0,7.0,5.5,10.4,Yes,No
176,2010-07-02,Constantine,0.2,10.9,0.2,,,ESE,19.0,S,SSE,2.0,7.0,99.0,70.0,1027.6,1024.0,8.0,4.0,3.2,10.2,No,No
177,2010-07-03,Blida,1.0,10.3,0.0,,,NNW,11.0,,SW,0.0,2.0,99.0,76.0,1030.5,1029.8,8.0,,3.7,10.0,No,No
178,2010-07-04,Annaba,1.5,10.8,0.0,,,E,13.0,SSE,,4.0,0.0,99.0,77.0,1032.5,1029.0,8.0,,3.1,10.0,No,No
179,2010-07-05,Bejaia,1.8,12.1,0.2,,,SE,22.0,SSE,,7.0,0.0,99.0,70.0,1027.5,1022.8,8.0,3.0,2.4,11.7,No,Yes
180,2010-07-06,Skikda,2.3,13.9,5.6,,,SSE,35.0,WNW,W,7.0,15.0,94.0,56.0,1020.9,1019.2,,,6.7,13.8,Yes,No
181,2010-07-07,Oran,1.5,13.5,0.0,,,NNE,50.0,,WNW,0.0,7.0,99.0,64.0,1026.9,1025.1,7.0,,3.0,12.6,No,No
182,2010-07-08,Batna,2.1,14.8,0.4,,,ESE,13.0,,NE,0.0,6.0,99.0,50.0,1029.5,1026.6,5.0,,4.1,14.6,No,No
183,2010-07-09,Skikda,0.0,14.6,0.0,,,ENE,15.0,,ESE,0.0,7.0,90.0,57.0,1030.9,1027.1,,,4.8,14.1,No,No
184,2010-07-10,Skikda,1.5,16.1,0.0,,,N,46.0,NNW,NNE,6.0,28.0,96.0,61.0,1024.1,1019.5,,8.0,5.0,15.0,No,Yes
185,2010-07-11,Annaba,5.0,15.4,13.4,,,N,28.0,W,NW,4.0,11.0,99.0,62.0,1020.6,1019.6,8.0,1.0,11.8,15.2,Yes,No
186,2010-07-12,Batna,3.5,15.3,0.2,,,SE,13.0,E,,9.0,0.0,99.0,62.0,1024.3,1021.0,8.0,,5.9,15.1,No,No
187,2010-07-13,Bejaia,3.5,16.3,0.0,,,WNW,59.0,NW,E,7.0,13.0,98.0,93.0,1016.8,1008.9,8.0,8.0,6.2,12.0,No,Yes
188,2010-07-14,Oran,6.2,10.0,21.4,,,NW,57.0,NW,NW,24.0,19.0,82.0,91.0,1009.2,1008.7,8.0,8.0,8.5,9.1,Yes,Yes
189,2010-07-15,Skikda,3.4,12.2,11.0,,,WNW,43.0,W,W,13.0,15.0,85.0,63.0,1020.2,1022.0,,6.0,6.9,11.4,Yes,No
190,2010-07-16,Annaba,0.6,13.1,0.0,,,ENE,48.0,NNE,NNW,2.0,2.0,99.0,56.0,1028.7,1026.3,8.0,2.0,2.9,13.0,No,No
191,2010-07-17,Annaba,-0.4,11.5,0.0,,,E,15.0,ESE,,6.0,0.0,99.0,69.0,1029.2,1025.9,8.0,4.0,2.8,10.8,No,No
192,2010-07-18,Annaba,0.7,12.8,0.0,,,ENE,24.0,NE,N,9.0,13.0,96.0,59.0,1023.1,1018.7,,1.0,5.2,12.1,No,Yes
193,2010-07-19,Algiers,5.0,13.5,1.6,,,NW,20.0,S,S,4.0,4.0,99.0,61.0,1018.8,1017.8,8.0,8.0,7.7,13.4,Yes,No
194,2010-07-20,Annaba,0.5,11.6,0.2,,,WNW,19.0,SSE,WNW,7.0,11.0,99.0,62.0,1025.4,1024.0,8.0,1.0,3.1,11.5,No,No
195,2010-07-21,Algiers,0.6,12.9,0.0,,,W,17.0,,SSW,0.0,7.0,99.0,58.0,1029.3,1027.1,8.0,,2.9,12.5,No,No
196,2010-07-22,Annaba,-0.5,13.8,0.0,,,SW,19.0,,SW,0.0,11.0,89.0,51.0,1032.7,1030.7,7.0,1.0,4.0,12.4,No,No
197,2010-07-23,Skikda,0.1,15.7,0.0,,,W,17.0,E,W,7.0,9.0,99.0,61.0,1035.5,1032.0,8.0,,4.1,15.2,No,No
198,2010-07-24,Batna,1.0,14.6,0.0,,,W,22.0,ENE,W,6.0,13.0,99.0,60.0,1032.1,1028.9,8.0,,4.5,14.2,No,No
199,2010-07-25,Setif,2.5,14.3,0.2,,,W,20.0,S,N,4.0,2.0,99.0,58.0,1031.7,1029.1,8.0,,4.5,13.8,No,No
200,2010-07-26,Batna,1.9,14.9,0.2,,,WSW,19.0,,W,0.0,9.0,99.0,52.0,1035.9,1034.1,2.0,,3.7,14.6,No,No
201,2010-07-27,Annaba,-1.2,15.0,0.2,,,SSE,15.0,,ESE,0.0,7.0,85.0,52.0,1036.1,1031.5,,,4.0,14.7,No,No
202,2010-07-28,Blida,2.1,12.6,0.0,,,ESE,15.0,N,ESE,4.0,6.0,80.0,67.0,1027.8,1022.3,,8.0,5.8,12.2,No,Yes
203,2010-07-29,Oran,5.8,14.8,6.2,,,NW,20.0,,WSW,0.0,9.0,99.0,80.0,1018.5,1014.9,8.0,8.0,10.3,14.0,Yes,No
204,2010-07-30,Constantine,8.9,14.9,0.0,,,NNE,30.0,ENE,N,2.0,13.0,91.0,86.0,1015.5,1013.5,8.0,8.0,11.1,14.1,No,Yes
205,2010-07-31,Skikda,7.5,12.3,2.2,,,W,30.0,WSW,NW,4.0,19.0,100.0,85.0,1013.7,1015.6,8.0,8.0,11.1,11.6,Yes,Yes
206,2010-08-01,Sidi Bel Abbes,7.5,10.1,4.2,,,WNW,41.0,N,WSW,20.0,11.0,86.0,93.0,1016.3,1014.6,8.0,8.0,9.3,7.3,Yes,Yes
207,2010-08-02,Batna,5.4,14.7,18.6,,,W,39.0,W,WSW,15.0,19.0,85.0,56.0,1019.5,1018.7,4.0,8.0,7.8,13.7,Yes,No
208,2010-08-03,Setif,1.2,15.7,0.0,,,WNW,28.0,,WNW,0.0,15.0,86.0,51.0,1023.2,1020.1,,,6.4,15.5,No,No
209,2010-08-04,Bejaia,1.2,9.6,0.0,,,,,,N,0.0,7.0,94.0,71.0,1019.8,1017.0,8.0,8.0,5.5,9.2,No,No
210,2010-08-06,Blida,0.7,12.6,0.2,,,NW,22.0,SE,WNW,6.0,13.0,99.0,59.0,1024.5,1022.8,8.0,1.0,3.2,12.2,No,No
211,2010-08-07,Sidi Bel Abbes,-0.6,13.1,0.2,,,ESE,15.0,,SW,0.0,9.0,83.0,54.0,1026.9,1023.3,,8.0,4.6,12.7,No,No
212,2010-08-08,Annaba,-1.3,12.6,0.0,,,SSE,15.0,,ESE,0.0,9.0,86.0,58.0,1022.2,1018.8,,8.0,4.3,12.2,No,No
213,2010-08-09,Oran,0.3,15.5,0.0,,,E,31.0,NW,NE,6.0,15.0,79.0,47.0,1022.4,1019.0,,,6.0,14.9,No,Yes
214,2010-08-10,Sidi Bel Abbes,4.4,16.0,7.2,,,NNW,41.0,E,N,9.0,15.0,86.0,77.0,1013.9,1008.7,8.0,8.0,9.7,15.2,Yes,Yes
215,2010-08-11,Sidi Bel Abbes,7.2,10.4,8.2,,,NNE,33.0,NE,N,11.0,13.0,96.0,85.0,1006.2,1000.1,8.0,8.0,7.7,10.0,Yes,Yes
216,2010-08-12,Blida,4.5,14.9,10.8,,,SW,50.0,W,WSW,19.0,28.0,91.0,45.0,1005.7,1008.0,8.0,,9.2,14.7,Yes,No
217,2010-08-13,Algiers,1.6,15.0,0.0,,,W,20.0,,SW,0.0,9.0,99.0,56.0,1016.7,1013.5,8.0,1.0,6.5,14.5,No,No
218,2010-08-14,Setif,3.2,13.0,0.0,,,ENE,41.0,NE,NE,15.0,24.0,85.0,67.0,1014.4,1006.9,7.0,,8.9,12.7,No,Yes
219,2010-08-15,Bejaia,7.2,12.1,1.8,,,WNW,46.0,NNE,N,11.0,13.0,83.0,94.0,1004.5,1004.4,8.0,8.0,10.7,10.9,Yes,Yes
220,2010-08-16,Annaba,6.4,11.8,10.2,,,W,56.0,N,W,17.0,24.0,94.0,65.0,1013.8,1013.8,8.0,6.0,7.7,11.3,Yes,Yes
221,2010-08-17,Blida,-1.0,12.1,3.8,,,E,15.0,,NE,0.0,9.0,87.0,55.0,1024.1,1020.4,,1.0,4.5,11.3,Yes,No
222,2010-08-18,Algiers,1.3,11.8,0.2,,,ENE,31.0,,NE,0.0,20.0,92.0,86.0,1016.9,1006.3,4.0,8.0,5.0,8.7,No,Yes
223,2010-08-19,Sidi Bel Abbes,5.0,15.1,15.4,,,NW,57.0,NNW,NW,15.0,30.0,85.0,56.0,1008.2,1007.8,8.0,6.0,11.6,14.5,Yes,Yes
224,2010-08-20,Oran,4.5,11.7,2.0,,,W,46.0,WNW,WNW,20.0,30.0,82.0,58.0,1015.7,1014.8,4.0,5.0,6.4,10.4,Yes,No
225,2010-08-21,Oran,6.3,12.9,0.0,,,WNW,39.0,WNW,W,17.0,19.0,86.0,68.0,1018.7,1017.8,8.0,3.0,7.0,12.0,No,No
226,2010-08-22,Oran,2.1,15.3,0.2,,,N,26.0,E,NW,7.0,15.0,87.0,49.0,1024.0,1020.5,,6.0,7.6,14.3,No,No
227,2010-08-23,Annaba,4.1,12.8,0.2,,,NW,17.0,SSE,WNW,6.0,7.0,91.0,61.0,1017.7,1012.6,8.0,8.0,6.4,12.0,No,Yes
228,2010-08-24,Sidi Bel Abbes,6.4,13.3,1.8,,,WNW,67.0,NW,NNW,19.0,22.0,90.0,55.0,1013.2,1010.3,8.0,8.0,9.4,11.7,Yes,Yes
229,2010-08-25,Sidi Bel Abbes,4.2,10.7,1.8,,,WNW,65.0,WNW,NNW,13.0,24.0,87.0,65.0,1010.9,1005.5,8.0,8.0,5.4,10.1,Yes,Yes
230,2010-08-26,Blida,5.4,11.8,9.6,,,NW,50.0,NNW,WNW,20.0,15.0,84.0,70.0,1003.1,1001.0,8.0,8.0,7.3,11.2,Yes,Yes
231,2010-08-27,Bejaia,6.8,13.4,4.0,,,NW,43.0,WNW,WSW,20.0,20.0,75.0,55.0,1009.5,1012.2,,,9.0,12.3,Yes,No
232,2010-08-28,Oran,0.9,14.4,0.0,,,WSW,22.0,ENE,W,6.0,4.0,99.0,58.0,1024.4,1024.0,8.0,3.0,4.1,13.3,No,No
233,2010-08-29,Sidi Bel Abbes,1.9,15.2,0.0,,,WSW,15.0,W,NW,2.0,6.0,85.0,57.0,1029.6,1027.2,5.0,7.0,7.1,14.1,No,No
234,2010-08-30,Skikda,2.3,15.4,0.0,,,WNW,20.0,,NW,0.0,9.0,84.0,51.0,1028.9,1025.2,,,7.4,15.2,No,No
235,2010-08-31,Sidi Bel Abbes,2.9,14.2,0.0,,,N,20.0,S,NE,6.0,13.0,89.0,61.0,1024.8,1020.4,,6.0,7.2,13.4,No,No
236,2010-09-01,Oran,7.1,15.1,0.0,,,NW,17.0,SSW,SW,7.0,6.0,86.0,71.0,1015.8,1014.9,7.0,8.0,11.2,14.2,No,No
237,2010-09-02,Setif,10.0,16.8,0.8,,,SSE,33.0,,W,0.0,9.0,92.0,68.0,1016.5,1016.0,7.0,5.0,10.9,16.1,No,No
238,2010-09-03,Oran,7.1,17.6,0.0,,,SE,26.0,SSE,E,17.0,17.0,65.0,55.0,1022.1,1017.5,,,10.2,17.2,No,Yes
239,2010-09-04,Batna,10.1,17.7,21.8,,,N,70.0,NE,N,24.0,24.0,96.0,87.0,1004.7,999.0,8.0,8.0,15.1,14.8,Yes,Yes
240,2010-09-05,Bejaia,9.8,14.2,20.8,,,NNW,72.0,NW,W,22.0,19.0,81.0,67.0,1011.7,1013.8,8.0,7.0,10.6,13.2,Yes,Yes
241,2010-09-06,Oran,6.8,12.8,2.4,,,NW,50.0,NW,W,11.0,13.0,89.0,64.0,1019.7,1018.7,8.0,6.0,9.5,12.5,Yes,Yes
242,2010-09-07,Annaba,2.3,15.1,1.2,,,SW,52.0,SE,WSW,7.0,11.0,83.0,49.0,1026.2,1024.3,,1.0,8.0,14.7,Yes,No
243,2010-09-08,Oran,1.7,15.9,0.0,,,NNE,24.0,ESE,ENE,7.0,13.0,74.0,51.0,1026.9,1022.6,,7.0,8.8,14.6,No,No
244,2010-09-09,Oran,7.2,14.7,0.0,,,ENE,39.0,SE,ENE,7.0,11.0,76.0,90.0,1015.6,1009.7,8.0,8.0,11.1,11.9,No,Yes
245,2010-09-10,Skikda,8.1,14.0,24.8,,,W,50.0,WNW,W,28.0,22.0,91.0,86.0,1004.5,1006.0,8.0,8.0,10.9,11.0,Yes,Yes
246,2010-09-11,Oran,2.6,15.9,3.2,,,WNW,35.0,S,WNW,7.0,13.0,88.0,54.0,1020.2,1019.2,,8.0,8.4,15.8,Yes,No
247,2010-09-12,Skikda,4.5,16.3,0.0,,,N,22.0,ESE,NW,9.0,6.0,84.0,51.0,1022.5,1017.5,,8.0,10.2,15.4,No,No
248,2010-09-13,Blida,6.0,18.7,0.4,,,W,31.0,E,WNW,7.0,17.0,88.0,47.0,1017.1,1014.8,,1.0,11.4,18.2,No,No
249,2010-09-14,Skikda,5.8,19.0,0.0,,,WSW,46.0,SE,SE,19.0,7.0,76.0,50.0,1014.7,1010.3,,,12.2,18.1,No,No
250,2010-09-15,Bejaia,5.5,13.6,0.0,,,WSW,43.0,W,WNW,20.0,24.0,68.0,58.0,1015.2,1015.6,,7.0,9.5,13.4,No,No
251,2010-09-16,Algiers,7.5,13.4,0.0,,,WSW,54.0,W,W,20.0,28.0,64.0,49.0,1019.2,1017.0,6.0,3.0,10.2,13.1,No,No
252,2010-09-17,Skikda,4.3,14.3,0.2,,,SW,39.0,W,WSW,13.0,20.0,76.0,54.0,1024.0,1021.9,,5.0,8.8,13.7,No,No
253,2010-09-18,Oran,3.3,13.9,0.0,,,W,31.0,WNW,W,11.0,19.0,67.0,60.0,1021.8,1018.8,6.0,8.0,9.8,13.5,No,No
254,2010-09-19,Skikda,2.4,16.4,0.0,,,W,30.0,E,W,2.0,17.0,90.0,55.0,1022.7,1020.8,8.0,2.0,9.0,16.2,No,No
255,2010-09-20,Skikda,2.8,18.7,0.0,,,W,24.0,SSE,W,6.0,9.0,79.0,54.0,1026.1,1023.3,,,10.0,18.6,No,No
256,2010-09-21,Blida,5.0,19.6,0.0,,,W,24.0,E,WNW,2.0,15.0,81.0,64.0,1025.2,1022.6,,,11.9,19.2,No,No
257,2010-09-22,Annaba,8.6,20.1,0.0,,,W,26.0,W,SE,2.0,6.0,70.0,48.0,1025.8,1021.7,5.0,8.0,14.7,19.1,No,No
258,2010-09-23,Blida,5.7,19.9,0.0,,,W,28.0,,W,0.0,17.0,76.0,52.0,1024.4,1021.9,1.0,,12.1,19.1,No,No
259,2010-09-24,Blida,3.7,19.1,0.0,,,NE,33.0,E,WNW,2.0,17.0,96.0,61.0,1023.9,1020.7,8.0,2.0,9.0,18.3,No,No
260,2010-09-25,Sidi Bel Abbes,5.6,19.7,0.0,,,NW,28.0,S,NNW,7.0,17.0,84.0,52.0,1018.6,1015.1,,1.0,12.1,18.7,No,No
261,2010-09-26,Blida,5.4,20.6,0.0,,,WSW,24.0,,WNW,0.0,13.0,75.0,43.0,1020.5,1017.3,,,13.2,20.1,No,No
262,2010-09-27,Bejaia,6.5,20.0,0.0,,,WNW,43.0,NW,WNW,4.0,22.0,83.0,50.0,1014.1,1011.2,,,11.9,19.0,No,No
263,2010-09-28,Setif,5.4,14.6,0.0,,,W,39.0,WNW,WNW,11.0,22.0,65.0,49.0,1016.0,1015.1,,,10.4,13.5,No,No
264,2010-09-29,Batna,3.7,14.3,0.0,,,W,39.0,W,W,19.0,26.0,66.0,43.0,1021.4,1020.5,,,9.4,13.9,No,No
265,2010-09-30,Annaba,-0.1,14.6,0.0,,,NNW,28.0,E,WNW,9.0,17.0,59.0,45.0,1026.3,1023.7,,,9.5,14.0,No,No
266,2010-10-01,Algiers,4.1,17.4,0.0,,,NE,20.0,NW,NE,7.0,11.0,71.0,42.0,1027.5,1024.6,,,9.9,16.5,No,No
267,2010-10-02,Sidi Bel Abbes,4.8,21.1,0.0,,,NE,37.0,SE,NE,13.0,15.0,61.0,47.0,1028.2,1025.1,,,13.7,20.8,No,No
268,2010-10-03,Oran,7.4,23.0,0.0,,,NE,35.0,SSE,NNE,2.0,20.0,72.0,45.0,1028.4,1025.0,,,13.4,22.3,No,No
269,2010-10-04,Annaba,8.2,23.2,0.0,,,NE,35.0,WNW,NNW,6.0,15.0,85.0,52.0,1024.6,1020.4,,,13.2,22.5,No,No
270,2010-10-05,Constantine,10.1,25.9,0.0,,,NE,24.0,ESE,SE,7.0,9.0,78.0,52.0,1021.9,1019.5,,1.0,16.3,23.8,No,No
271,2010-10-06,Setif,11.1,24.9,0.0,,,W,69.0,ESE,N,11.0,20.0,80.0,52.0,1019.8,1014.4,,,17.4,24.5,No,Yes
272,2010-10-07,Skikda,7.3,15.9,10.0,,,WSW,46.0,W,WSW,20.0,26.0,64.0,42.0,1020.0,1020.7,,,10.0,15.5,Yes,No
273,2010-10-08,Oran,4.2,19.0,0.0,,,W,30.0,SE,WNW,2.0,15.0,59.0,49.0,1025.3,1023.0,,,10.9,17.3,No,No
274,2010-10-09,Blida,5.4,20.8,0.0,,,N,17.0,SSW,ESE,2.0,4.0,83.0,49.0,1025.7,1023.6,1.0,,9.9,19.7,No,No
275,2010-10-10,Annaba,8.2,23.2,0.0,,,NE,39.0,W,NE,6.0,19.0,71.0,42.0,1029.4,1028.1,,,14.8,22.3,No,No
276,2010-10-11,Batna,7.6,23.7,0.0,,,E,37.0,SE,NNE,15.0,19.0,60.0,45.0,1030.9,1027.2,,,15.4,23.2,No,No
277,2010-10-12,Constantine,14.5,19.9,0.8,,,NNE,31.0,ESE,ENE,7.0,19.0,91.0,66.0,1027.7,1023.9,8.0,8.0,14.7,19.5,No,Yes
278,2010-10-13,Skikda,14.7,18.0,11.4,,,WSW,30.0,NNE,E,11.0,11.0,92.0,94.0,1017.9,1013.7,,8.0,16.2,16.7,Yes,Yes
279,2010-10-14,Constantine,12.7,19.1,19.0,,,W,24.0,NNW,W,4.0,6.0,92.0,69.0,1013.6,1010.3,7.0,,14.0,18.0,Yes,Yes
280,2010-10-15,Sidi Bel Abbes,13.8,18.6,22.2,,,WNW,63.0,NNW,NE,28.0,4.0,93.0,90.0,989.8,982.9,8.0,8.0,18.5,17.1,Yes,Yes
281,2010-10-16,Skikda,4.8,12.8,32.8,,,W,52.0,WSW,W,20.0,28.0,72.0,61.0,1004.6,1008.3,8.0,,6.4,11.2,Yes,No
282,2010-10-17,Bejaia,6.3,15.4,0.0,,,WNW,35.0,WNW,NW,15.0,17.0,77.0,56.0,1016.1,1016.3,7.0,8.0,9.5,14.7,No,No
283,2010-10-18,Annaba,9.2,17.4,0.0,,,W,39.0,NW,WNW,2.0,20.0,74.0,50.0,1019.9,1019.4,7.0,1.0,12.5,17.1,No,No
284,2010-10-19,Oran,4.8,19.0,0.0,,,WNW,22.0,W,WSW,6.0,11.0,78.0,49.0,1026.0,1024.8,,4.0,10.9,18.2,No,No
285,2010-10-20,Algiers,5.7,21.8,0.0,,,SE,20.0,,SSE,0.0,11.0,80.0,51.0,1028.7,1025.0,,,11.9,19.9,No,No
286,2010-10-21,Skikda,8.0,23.3,0.0,,,N,20.0,,SSW,0.0,11.0,75.0,47.0,1024.5,1020.8,,,13.5,22.9,No,No
287,2010-10-22,Sidi Bel Abbes,9.5,25.8,0.0,,,NNE,30.0,E,N,6.0,17.0,77.0,49.0,1020.9,1016.9,,,14.9,25.2,No,No
288,2010-10-23,Skikda,14.8,19.0,0.4,,,W,28.0,W,NW,6.0,15.0,81.0,77.0,1016.8,1016.8,8.0,5.0,17.4,17.2,No,Yes
289,2010-10-24,Setif,8.2,22.2,2.4,,,SSE,26.0,SE,S,19.0,9.0,65.0,51.0,1020.6,1018.7,5.0,,14.2,21.1,Yes,No
290,2010-10-25,Batna,10.9,22.2,0.0,,,WNW,22.0,SSE,WNW,4.0,11.0,77.0,47.0,1022.4,1018.5,4.0,1.0,14.6,20.8,No,No
291,2010-10-26,Constantine,8.8,23.5,0.0,,,WNW,33.0,SE,NW,7.0,20.0,80.0,35.0,1017.9,1015.6,,,14.8,23.0,No,Yes
292,2010-10-27,Constantine,10.2,22.3,1.6,,,WNW,35.0,S,W,11.0,17.0,81.0,46.0,1016.2,1015.4,,2.0,15.6,21.6,Yes,No
293,2010-10-28,Batna,8.8,23.6,0.0,,,NE,26.0,SSE,NNE,7.0,7.0,73.0,48.0,1019.8,1016.4,,,15.0,21.9,No,No
294,2010-10-29,Setif,10.3,25.6,0.0,,,NE,39.0,E,ENE,7.0,24.0,70.0,44.0,1017.2,1012.6,,,17.1,25.5,No,Yes
295,2010-10-30,Blida,16.0,19.5,3.4,,,NE,33.0,SE,ENE,7.0,19.0,95.0,96.0,1010.7,1008.4,8.0,8.0,17.6,18.6,Yes,Yes
296,2010-10-31,Algiers,13.8,18.7,50.8,,,NNW,52.0,N,NNW,17.0,22.0,78.0,67.0,1011.3,1012.0,8.0,8.0,15.5,17.6,Yes,Yes
297,2010-11-01,Sidi Bel Abbes,10.2,18.9,1.2,,,W,35.0,W,W,6.0,19.0,79.0,52.0,1016.5,1013.8,7.0,1.0,12.5,17.5,Yes,No
298,2010-11-02,Annaba,7.1,20.3,0.0,,,SW,44.0,WSW,WSW,11.0,24.0,73.0,51.0,1016.3,1014.7,,8.0,12.1,20.2,No,No
299,2010-11-03,Sidi Bel Abbes,10.7,18.0,0.0,,,WNW,35.0,W,WNW,9.0,26.0,63.0,49.0,1019.3,1018.2,,5.0,14.4,16.9,No,No
300,2010-11-04,Annaba,10.1,18.8,0.0,,,SSE,33.0,SE,E,13.0,15.0,61.0,48.0,1020.8,1019.0,8.0,5.0,13.3,18.2,No,No
301,2010-11-05,Sidi Bel Abbes,11.1,21.0,0.0,,,ENE,44.0,SE,SE,19.0,13.0,53.0,37.0,1023.0,1019.6,7.0,,15.0,20.5,No,No
302,2010-11-06,Oran,7.5,22.9,0.0,,,ENE,31.0,SE,NNE,15.0,6.0,59.0,42.0,1022.6,1018.6,,,14.4,20.9,No,No
303,2010-11-07,Sidi Bel Abbes,9.3,24.5,0.0,,,W,54.0,SE,N,9.0,19.0,73.0,46.0,1018.3,1013.8,,1.0,15.9,24.1,No,Yes
304,2010-11-08,Blida,14.7,24.7,2.2,,,NW,31.0,N,WSW,11.0,20.0,71.0,64.0,1013.8,1014.7,7.0,4.0,19.4,23.4,Yes,No
305,2010-11-09,Sidi Bel Abbes,11.6,27.7,0.0,,,SSW,46.0,SE,S,7.0,11.0,69.0,47.0,1024.3,1021.4,,1.0,18.4,26.0,No,No
306,2010-11-10,Setif,15.5,29.0,0.0,,,WSW,46.0,E,NNW,7.0,17.0,76.0,45.0,1019.9,1015.0,,3.0,21.5,28.2,No,No
307,2010-11-11,Skikda,15.2,30.5,0.6,,,N,28.0,SSE,NNE,9.0,13.0,73.0,47.0,1014.3,1010.0,,,20.6,29.2,No,No
308,2010-11-12,Skikda,17.5,31.3,0.0,,,NNE,41.0,NE,NE,20.0,26.0,60.0,41.0,1012.5,1008.7,1.0,,24.4,30.4,No,No
309,2010-11-13,Setif,21.1,26.9,0.0,,,ENE,61.0,E,ENE,13.0,24.0,63.0,78.0,1012.1,1011.0,7.0,3.0,24.4,24.8,No,Yes
310,2010-11-14,Constantine,19.2,22.6,52.6,,,N,26.0,WNW,WNW,15.0,15.0,93.0,73.0,1013.9,1013.2,8.0,,19.2,22.1,Yes,Yes
311,2010-11-15,Algiers,15.9,23.1,2.4,,,W,37.0,W,W,19.0,19.0,84.0,32.0,1014.3,1011.7,7.0,,16.7,22.6,Yes,No
312,2010-11-16,Skikda,11.4,20.8,0.0,,,W,33.0,W,WSW,11.0,19.0,56.0,42.0,1015.4,1013.8,,3.0,15.8,19.8,No,No
313,2010-11-17,Setif,8.8,23.3,0.0,,,W,43.0,E,W,4.0,17.0,65.0,34.0,1017.5,1014.5,,,15.6,22.0,No,No
314,2010-11-18,Blida,9.1,24.8,0.0,,,W,37.0,ENE,WNW,6.0,22.0,68.0,36.0,1015.7,1013.5,,,16.0,24.0,No,No
315,2010-11-19,Sidi Bel Abbes,12.1,25.5,0.0,,,SE,26.0,SSE,S,17.0,11.0,56.0,39.0,1020.9,1019.8,,,17.1,24.2,No,No
316,2010-11-20,Annaba,12.0,27.3,0.0,,,NE,26.0,E,SSE,7.0,9.0,63.0,39.0,1026.0,1022.1,,,18.3,25.5,No,No
317,2010-11-21,Bejaia,12.7,29.7,0.0,,,N,22.0,E,W,11.0,9.0,70.0,29.0,1022.1,1019.1,5.0,,20.0,29.5,No,No
318,2010-11-22,Oran,14.7,29.9,0.0,,,ENE,26.0,SE,NNE,7.0,7.0,59.0,36.0,1022.7,1019.5,,,22.0,29.2,No,No
319,2010-11-23,Annaba,14.8,29.4,0.0,,,N,31.0,ENE,NNE,22.0,17.0,49.0,34.0,1023.5,1020.5,,2.0,23.2,28.4,No,No
320,2010-11-24,Sidi Bel Abbes,18.1,30.1,0.0,,,N,35.0,NNE,NNE,20.0,11.0,46.0,31.0,1021.8,1018.8,,,24.0,29.5,No,No
321,2010-11-25,Batna,18.9,27.6,0.0,,,W,44.0,ENE,WSW,7.0,15.0,47.0,57.0,1018.2,1017.0,7.0,,23.9,25.7,No,Yes
322,2010-11-26,Bejaia,17.9,24.2,4.0,,,WSW,39.0,NNW,ENE,13.0,9.0,92.0,68.0,1018.1,1015.5,8.0,8.0,18.5,23.6,Yes,Yes
